conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1931569789652422956,Sun Jun 08 17:50:29 +0000 2025,0,@jaefisipol @H31B13 Elsheskin bagus kak atau base,1931770821653168218,,kittyonki,in,,0,0,0,https://x.com/undefined/status/1931770821653168218,1875598412999225344,
1931670636675702951,Sun Jun 08 13:26:17 +0000 2025,0,@fleurcise eh aku baru tau lucienne ada retinolnya tapi so far dibanding brand yg aku coba kyk elsheskin skintific sm bio beauty lab retinal fss sih yg hasilnya paling nampol di mukaku,1931704337237238059,,fleurcise,in,,0,1,0,https://x.com/undefined/status/1931704337237238059,1048450281988481025,
1931692444036530527,Sun Jun 08 12:39:02 +0000 2025,0,rekomendasi retinal dong yang gong di kalian!! mending coba FSS atau elsheskin ya??,1931692444036530527,,,in,,0,1,0,https://x.com/undefined/status/1931692444036530527,1336309899798560768,
1930096100742180947,Sun Jun 08 11:36:15 +0000 2025,0,@starrypetite @erkaives @womanfeeds_id paling gong yg mana ka? rencana mau coba elsheskin,1931676644349239682,,emptyinmarch,in,,0,1,0,https://x.com/undefined/status/1931676644349239682,1318047357242462208,
1931569789652422956,Sun Jun 08 11:19:15 +0000 2025,32,@H31B13 1) olahraga pagi/sore(sulit tidur malam) 2) serum retinol/retinal elsheskin marine collagen avoskin vit c skintific HA skintific 3) jus alpukat atau pepaya 4) sunscreen 50++ &amp; moisturizer 5) minum air 2lt 6) masker putih telur + susu Jgn begadang!!,1931672368067624974,,H31B13,in,,0,1,1,https://x.com/undefined/status/1931672368067624974,1589236424658014208,
1931569789652422956,Sun Jun 08 08:37:22 +0000 2025,1,@jaefisipol @H31B13 coba bertahap ka. pake dari yang paling gentle dulu. kulitku super sensitif dan retinol pertamaku dari azarine. klo gk ada efek negatif bisa naik ke elsheskin terus for skin sake.,1931631628738347343,,jaefisipol,in,,0,0,0,https://x.com/undefined/status/1931631628738347343,1617467140818489345,
1931612819654635702,Sun Jun 08 07:27:10 +0000 2025,0,@cofficedcream Elsheskin kak,1931613961394508022,,cofficedcream,in,,0,1,0,https://x.com/undefined/status/1931613961394508022,1037658630563086337,
1931612017925959697,Sun Jun 08 07:19:29 +0000 2025,0,Glowhour Acne Serum: 30.000 (new) Uskinlab Serum Booster: 40.000 Elsheskin Vit C Serum : 80.000 Wardah Micellar Panthenol 240ml: 50.000 Wardah Airy Sunscreen: 40.000 Wardah Vitamin C Serum: 70.000 Wardah Peeling Serum: 80.000 Wardah C Glow Serum: 25.000,1931612026394337435,,erintannnn,in,,0,1,0,https://x.com/undefined/status/1931612026394337435,1706551611307548672,
1931375234671911166,Sun Jun 08 07:14:29 +0000 2025,0,@ndhlala_ moist forebie nder mantep sama toner gentle aha nya elsheskin. pake selang selaing double. cleansing pake mw yg infused oil (forebie) + fw gentle (labore / cetaphil / npure noni / base) terus moist dan ss nya jgn pake yg tekstur nya berat biar ga nyambat pori2,1931610770711670926,,ndhlala_,in,,0,0,0,https://x.com/undefined/status/1931610770711670926,2601230996,
1904288877856362657,Sat Jun 07 18:16:46 +0000 2025,0,@layrekei @queencrwnn Acne fighting 1 skrg lagi pake paket recovery buat ngilangin bekasnya. Aku pake sabun muka clinelle atau aubree moist pake minimalist sunscreen skin aqua yg tutup putih. Terus semisal mau double cleansing aku pake micellar waternya elsheskin..,1931415051594047854,,layrekei,in,,0,2,0,https://x.com/undefined/status/1931415051594047854,1843585844080422912,
1931334149773611214,Sat Jun 07 12:57:09 +0000 2025,0,@ohmy_beautybank Elsheskin cica,1931334617694626200,,ohmy_beautybank,in,,0,0,0,https://x.com/undefined/status/1931334617694626200,1874115861730254854,
1931281462881595783,Sat Jun 07 09:34:26 +0000 2025,0,@getlouud fss lactic acid lebih gentle dibanding haum &amp; elsheskin jadi paling aman buat pemula dan kulit sensitif.,1931283599082611028,,getlouud,in,,0,1,0,https://x.com/undefined/status/1931283599082611028,1389575801922736130,
1931281462881595783,Sat Jun 07 09:25:56 +0000 2025,0,aku masih bingung nih cari-cari product exfoliating menurut kalian lebih ok Haum 7% glycolic acid FSS lactic acid atau Elsheskin exfolicare solution? aku pengen nya ilangin skin texture dengan tipe kulit dry to sensitive sebelum nya udh pake peeling serum nya azzarine. TIA,1931281462881595783,,,in,,0,1,0,https://x.com/undefined/status/1931281462881595783,1251441499591475200,
1930658446459994519,Fri Jun 06 12:51:00 +0000 2025,0,@swanbzlle Aamiin terima kasih ya cantikku juga. St aku normal to combi yaa. Fw aku wardah serumnya elsheskin copper avo vit c elformula peeling skin1004 yang putih moistnya cerave sunscreennya biore ya kakak.,1930970678267879757,,swanbzlle,in,,0,0,0,https://x.com/undefined/status/1930970678267879757,634533830,
1930875861131198922,Fri Jun 06 11:35:04 +0000 2025,0,@peachiyyw Utk ss elsheskin udh inc admin sisanya belum admin 10% kak,1930951569442476352,,peachiyyw,in,,0,0,0,https://x.com/undefined/status/1930951569442476352,1373471068808081408,
1930892147055849601,Fri Jun 06 09:51:17 +0000 2025,0,@Artbyann_ Kepo sama skincare elsheskin,1930925451578691611,,Artbyann_,in,,0,0,0,https://x.com/undefined/status/1930925451578691611,1710547656723120128,
1930893954519908833,Fri Jun 06 07:56:57 +0000 2025,0,@Rosefanse_ coba cleansing oil lokal yang ringan dan non-comedogenic seperti scarlett brightening wardah hydrating atau elsheskin cleansing oil pakainya cukup sekali dan bilas sampai bersih ya!,1930896679798198694,,Rosefanse_,in,,0,1,0,https://x.com/undefined/status/1930896679798198694,1389575801922736130,
1930858383982333967,Fri Jun 06 05:34:24 +0000 2025,1,@bedazzleddreams buat spot treatment bisa coba somethinc game changer tripeptide atau acne spot elsheskin. tapi inget ya patch test dulu dan jangan overlayer aktif biar gak makin iritasi ‍️,1930860804414591208,,pianuravolpe,in,,0,0,0,https://x.com/undefined/status/1930860804414591208,1389575801922736130,
1930802982993715461,Fri Jun 06 01:44:38 +0000 2025,0,Yaallah ini elsheskin acne seriesnya masih blm restock2 dah,1930802982993715461,,,in,,0,0,0,https://x.com/undefined/status/1930802982993715461,1634113739787223040,
1930673958090854616,Thu Jun 05 17:52:11 +0000 2025,0,@itsjofairy banyak yang pilih eyebrow pensil atau pomade lokal murah tapi oke kayak elsheskin oriflame maybelline hasilnya bagus dan terjangkau.,1930684088144527840,,itsjofairy,in,,0,0,0,https://x.com/undefined/status/1930684088144527840,1389575801922736130,
1930484459964367251,Thu Jun 05 11:03:22 +0000 2025,0,@jianluwes Kak elsheskin bisa via oren?,1930581207215149159,,jianluwes,in,,0,1,0,https://x.com/undefined/status/1930581207215149159,1299683647901937665,
1930096100742180947,Thu Jun 05 07:57:19 +0000 2025,0,@erkaives @womanfeeds_id aboveboard for PIE &amp; PIH hanasui vit c for PIE &amp; PIH elsheskin for PIH lacoco for PIE &amp; PIH,1930534383859151308,,erkaives,in,,0,1,0,https://x.com/undefined/status/1930534383859151308,1807045495531122688,
1929822083686748532,Thu Jun 05 01:31:29 +0000 2025,0,@luvvgrow baruu tauu elsheskin punya peeling serum,1930437284207399201,,luvvgrow,in,,0,0,0,https://x.com/undefined/status/1930437284207399201,1277277848290471936,
1929848783887913266,Thu Jun 05 01:17:16 +0000 2025,0,@notfluffyatall Elsheskin yg merah itu kak,1930433708592640219,,notfluffyatall,in,,0,0,0,https://x.com/undefined/status/1930433708592640219,1292263334041931777,
1930102162878804091,Wed Jun 04 21:31:03 +0000 2025,0,@womanfeeds_id serum elsheskin kak mantul diaku,1930376778918572320,,womanfeeds_id,in,,0,0,0,https://x.com/undefined/status/1930376778918572320,1291174724437860352,
1929822083686748532,Wed Jun 04 15:49:44 +0000 2025,0,@luvvgrow plis deh pengen exfonya elsheskin,1930290882185703790,,luvvgrow,in,,0,0,0,https://x.com/undefined/status/1930290882185703790,1349237124789272581,
1929822083686748532,Wed Jun 04 12:39:19 +0000 2025,0,@luvvgrow elsheskin km udh cobain yg retinal nya blm ka?,1930242962287669691,,luvvgrow,in,,0,0,0,https://x.com/undefined/status/1930242962287669691,1522192519462752256,
1927391208801726614,Wed Jun 04 12:31:00 +0000 2025,1,@moominana21 @acarafamily kalau bruntusan fokus basic aja dulu ya kak udh kelar baru pake salah satunya. Kalau udh kuat bgt kulitny pake elsheskin retinAl,1930240871813034117,,moominana21,in,,0,0,0,https://x.com/undefined/status/1930240871813034117,1512329828803907590,
