conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,label
1.94298e+23,Wed Jul 09 16:16:22 +0000 2025,1,Kakak-kakak aku mau tanya kalo miraculous refining serum aha bha dari avoskin itu berbau kecut itu normal gasih? Soalnya punyaku begitu huhu,1.94298e+23,,,in,,0,0,1,https://x.com/undefined/status/1942981160868667438,2164622760.0,,-1.0
1.94298e+23,Wed Jul 09 16:14:01 +0000 2025,1,Halo guys ada kah yg minat preloved skincare? - breylee komedo step 1&amp; 2 (isi 99%) - toner avoskin AHA BHA (isi 94%) - toner hijau safi Dan masih ada lagi. Picnya nyusul di bawah ya bisa co lewat Shopee,1.94298e+23,,,in,,0,0,0,https://x.com/undefined/status/1942980570281292166,7.68327e+22,,0.0
1.94296e+23,Wed Jul 09 15:36:34 +0000 2025,0,@fitamin_a Retinol sama exfo aku juga pake dari avoskin fw aku suka ganti2 tp akhir2 ini lg pake cosrx yg salicylic acid masker yg wash off pake camille sheet mask aku lg pake yg brand jp tp biasanya pake mediheal kl lg butuh lembab aku pake nacific yg uy,1.94297e+23,,channieno0325,in,,0,1,0,https://x.com/undefined/status/1942971146556547287,1.25259e+23,,0.0
1.94296e+23,Wed Jul 09 15:31:24 +0000 2025,0,@fitamin_a Aku jarang pake skin care wkwk sesuai mood akhir akhir ini seminggu sekali pake sheet mask aja kalo malem. Cuma kalo pas lg pake skin care aku pake toner apa yg ada aja serum dari fti yg manggis itu moist fti yg papua red fruit atau lrp. Klo se,1.94297e+23,,fitamin_a,in,,0,1,0,https://x.com/undefined/status/1942969844250398794,1.25259e+23,,0.0
1.94294e+23,Wed Jul 09 15:31:23 +0000 2025,0,@ohmy_beautybank Retinol avoskin! Aku pertama kali pakai retinol ya mrt nya avoskin. Pakai 2 hari sekali aja,1.94297e+23,,ohmy_beautybank,in,,0,0,0,https://x.com/undefined/status/1942969840555507782,2191397828.0,,0.0
1.94296e+23,Wed Jul 09 14:58:29 +0000 2025,0,Mending repurchase serum exfo nya fss apa nyoba beli avoskin mrt ya /merasa bingung,1.94296e+23,,,in,,0,0,0,https://x.com/undefined/status/1942961559849894189,1.39703e+23,,0.0
1.94292e+23,Wed Jul 09 14:47:44 +0000 2025,0,@laamerenthine avoskin yang coklat tapi dia bukan peeling kayanya,1.94296e+23,,laamerenthine,in,,0,1,0,https://x.com/undefined/status/1942958856209895660,2659063069.0,,0.0
1.94295e+23,Wed Jul 09 14:35:08 +0000 2025,0,@ninjreng Ntar deh nyoba yg avoskin ituu nabung dlu,1.94296e+23,,ninjreng,in,,0,1,0,https://x.com/undefined/status/1942955686620750133,1.82442e+23,,0.0
1.94294e+23,Wed Jul 09 14:29:07 +0000 2025,0,@ohmy_beautybank Avoskin retinol serum. 2 hari sekali,1.94295e+23,,ohmy_beautybank,in,,0,0,0,https://x.com/undefined/status/1942954173542310222,75140026.0,,0.0
1.94295e+23,Wed Jul 09 14:24:58 +0000 2025,0,@dhemengg ky nya butuh exfoliate di aku bagus pake avoskin miraculous refining toner ataauu serum avoskin your skin bae yg lactic acid 10% (botol ijo kiwi) mff klo gk affordable tp jujur ada harga ada kualitas klo dikulit aku,1.94295e+23,,dhemengg,in,,0,1,0,https://x.com/undefined/status/1942953128304976056,1.86491e+23,,1.0
1.94295e+23,Wed Jul 09 14:22:57 +0000 2025,0,cepetan sampe kek avoskin w udah ga betah banget muka pada beruntusan,1.94295e+23,,,in,,0,0,0,https://x.com/undefined/status/1942952619732779502,1.0916e+22,,-1.0
1.9429e+22,Wed Jul 09 14:14:01 +0000 2025,0,@cogimyunt aku pun dulu serum vit c pertama pakai avoskin aman aman ajaaa,1.94295e+23,,cogimyunt,in,,0,1,0,https://x.com/undefined/status/1942950371644846289,1.44646e+23,,1.0
1.94294e+23,Wed Jul 09 13:43:50 +0000 2025,0,skit bgt dada gue habis co toner avoskin sm cushion sial,1.94294e+23,,,in,,0,0,0,https://x.com/undefined/status/1942942777500664042,1.53144e+23,,-1.0
1.94294e+23,Wed Jul 09 13:28:24 +0000 2025,4,@ohmy_beautybank Avoskin retinol serum sih. Dipakaai daily gpp atau seminggu 3 kali,1.94294e+23,,ohmy_beautybank,in,,0,0,0,https://x.com/undefined/status/1942938891738358177,1572072290.0,,1.0
1.94294e+23,Wed Jul 09 13:21:57 +0000 2025,0,@neng_Nope @ohmy_beautybank Kak ini yg kek gmna ya avoskin nya?,1.94294e+23,,neng_Nope,in,,0,0,0,https://x.com/undefined/status/1942937269029027856,1.26772e+23,,0.0
1.94294e+23,Wed Jul 09 13:19:00 +0000 2025,0,@ohmy_beautybank pratista sama avoskin ada tuh kaa newbie friendly jugaa bisa dipakai 2-3 kali seminggu sesuaikan dgn kebutuhan,1.94294e+23,,ohmy_beautybank,in,,0,0,0,https://x.com/undefined/status/1942936527656644631,1.7444e+22,,1.0
1.94294e+23,Wed Jul 09 13:17:01 +0000 2025,0,@ohmy_beautybank Untuk pemula avoskin toner. Pakai 2 hari sekali.,1.94294e+23,,ohmy_beautybank,in,,0,2,0,https://x.com/undefined/status/1942936026835472518,82121942.0,,1.0
1.94292e+23,Wed Jul 09 12:49:59 +0000 2025,0,@Rwanlake aku pake avoskin tp sekarang baru coba bhumi kak,1.94293e+23,,Rwanlake,in,,0,0,0,https://x.com/undefined/status/1942929224953921978,387471149.0,,0.0
1.94292e+23,Wed Jul 09 12:42:00 +0000 2025,0,@jaemincore_ bagus kok serum salicylic acid nya avoskin aku pakai itu lumayan berkurang komedonya.. di pemakaian ke 1 5 bulan aku baru keliatan hasilnya worth to tryy semoga cocok yah di kamu,1.94293e+23,,jaemincore_,in,,0,1,0,https://x.com/undefined/status/1942927216830239165,1.82445e+23,,1.0
1.94292e+23,Wed Jul 09 12:36:59 +0000 2025,0,@cogiyeonjun ngga semua orang bisa cocok tp ini skincare-ku: - fw: hadalabo - toner: pyunkang yul (agak thick)/hadalabo premium biru tua (cair) -exfo: miraculous refining/retinol (avoskin) - moist: illiyoon - serum: rojukiss jeju lotus/aubree niacin - ss:,1.94293e+23,,cogiyeonjun,in,,0,1,0,https://x.com/undefined/status/1942925951199055970,1.75292e+23,,1.0
1.94292e+23,Wed Jul 09 12:20:37 +0000 2025,0,aku habis ikut jastip avoskin refining serum tapi ternyata pesennya kedobel ada yang mau take 1 gaak? 131k ajaaah,1.94292e+23,,,in,,0,0,0,https://x.com/undefined/status/1942921835496235230,1.30603e+23,,0.0
1.94292e+23,Wed Jul 09 12:00:11 +0000 2025,0,gais spill dong yang pernah pake serum salicylic acid avoskin sama toner salicylic acid FSS ampuh mana ya aku pengen nyoba toner FSS tpi takutnya ampuhan avoskin tia,1.94292e+23,,,in,,0,1,0,https://x.com/undefined/status/1942916692264272102,1.01092e+23,,0.0
1.94286e+23,Wed Jul 09 11:59:37 +0000 2025,0,@_sweetchewy Serum avoskin yg alpha arbutin,1.94292e+23,,_sweetchewy,in,,0,0,0,https://x.com/undefined/status/1942916549838622742,1.92544e+23,,0.0
1.9429e+22,Wed Jul 09 10:52:13 +0000 2025,0,Pertama kali nyoba serum vit c pakai avoskin aman ngga ya?,1.9429e+22,,,in,,0,1,0,https://x.com/undefined/status/1942899586143866961,1.60756e+23,,0.0
1.94289e+23,Wed Jul 09 10:42:51 +0000 2025,0,@BaseBDG glycolic acid mah kegunaannya utk mencerahkan teh klo ada jerawat mens biasanya aku mah pake avoskin toner atau retinol lbh cpt kempesnya di aku.,1.9429e+22,,BaseBDG,in,,0,0,0,https://x.com/undefined/status/1942897229200822686,7.80607e+22,,1.0
1.94273e+23,Wed Jul 09 10:42:36 +0000 2025,0,@aloeceraa Aku baca yg estee lauder yg advance night repair ga ada retinolnya din. Kako avoskin retinolnya pake yg actosome (lebih ringan dari pure retinol). Jadi kemungkinan rmang dosisnya ketinggian din,1.9429e+22,,aloeceraa,in,,0,0,0,https://x.com/undefined/status/1942897165191586004,133992854.0,,-1.0
1.94284e+23,Wed Jul 09 09:28:43 +0000 2025,0,@womanfeeds_id lacoco ft avoskin mantul banget ini,1.94288e+23,,womanfeeds_id,in,,0,1,0,https://x.com/undefined/status/1942878573481836764,1.89866e+23,,1.0
1.94205e+23,Wed Jul 09 06:34:58 +0000 2025,0,@Anila68533721 @kimmyexp adanih kak serum2 avoskin,1.94283e+23,,Anila68533721,in,,0,0,0,https://x.com/undefined/status/1942834846943907957,9.84292e+22,,0.0
1.94282e+23,Wed Jul 09 05:30:47 +0000 2025,0,mau serum azeclair avoskin dong,1.94282e+23,,,in,,0,5,0,https://x.com/undefined/status/1942818694578733239,1.60408e+23,,1.0
1.94281e+23,Wed Jul 09 05:04:36 +0000 2025,0,@feiinini aku pernah pake dua duanya. menurutku lebih ngefek avoskin sih di aku. cosrx kurang ngaruhhhh,1.94281e+23,,feiinini,in,,0,1,0,https://x.com/undefined/status/1942812107571093540,1.54136e+23,,1.0
1.94278e+23,Wed Jul 09 03:04:13 +0000 2025,0,ada exfo avoskin mrt atau exfo fss glycolic sama corsx snail mucin underprice prefer new ya klo pl gpp tawarin dlu,1.94278e+23,,,in,,0,7,0,https://x.com/undefined/status/1942781811911975005,1.41017e+23,,0.0
1.94257e+23,Wed Jul 09 02:04:38 +0000 2025,0,@ohmy_beautybank hadalabo yg oren kl exfo avoskin,1.94277e+23,,ohmy_beautybank,in,,0,0,0,https://x.com/undefined/status/1942766818025775454,1.22028e+23,,0.0
1.94252e+23,Tue Jul 08 11:37:58 +0000 2025,0,@Ohaanaa_ @juneavibes toner avoskin tinggal seberapa?,1.94255e+23,,Ohaanaa_,in,,0,1,0,https://x.com/undefined/status/1942548712980709401,1.78695e+23,,0.0
1.9421e+22,Tue Jul 08 10:56:10 +0000 2025,0,@teaayv_ produk baru avoskin ya kak?,1.94254e+23,,teaayv_,in,,0,1,0,https://x.com/undefined/status/1942538193435517416,1.8331e+22,,0.0
1.9421e+22,Tue Jul 08 09:33:00 +0000 2025,0,@teaayv_ ril baru ngeh avoskin punya ini baru rilis ga sih? atau udah lama,1.94252e+23,,teaayv_,in,,0,1,0,https://x.com/undefined/status/1942517262872969308,1.75689e+23,,0.0
1.94241e+23,Tue Jul 08 05:18:00 +0000 2025,0,@ririreveri Dari kandungan menang wardah kalau dibandingin ama avoskin vit c lama,1.94245e+23,,ririreveri,in,,0,0,0,https://x.com/undefined/status/1942453092496048148,1.51233e+23,,-1.0
1.9424e+22,Tue Jul 08 03:27:07 +0000 2025,0,@panggilajahash avoakin emang bagus sihh yang ysb itu tapi di aku udah ngga nampol dia udah terbiasa sama avoskin jadi ngga mempan lagi,1.94243e+23,,panggilajahash,in,,0,1,0,https://x.com/undefined/status/1942425184650019072,1.20274e+23,,-1.0
1.94242e+23,Tue Jul 08 03:08:15 +0000 2025,0,exfo toner avoskin oke ngga buat kulit gradakan? kulitku lagi rewel banget hufft,1.94242e+23,,,in,,0,2,0,https://x.com/undefined/status/1942420437083799676,1.71798e+23,,0.0
1.94241e+23,Tue Jul 08 02:21:36 +0000 2025,1,Serum vit c mending wardah atau avoskin ya? (Yg botolnya kuning-oren),1.94241e+23,,,in,,0,2,0,https://x.com/undefined/status/1942408700112822275,1.48544e+23,,0.0
1.9424e+22,Tue Jul 08 02:15:18 +0000 2025,0,@cheriesbae Kurang tau kak aku pake punya avoskin soalnya,1.94241e+23,,cheriesbae,in,,0,1,0,https://x.com/undefined/status/1942407111977370032,1.72145e+23,,0.0
1.94239e+23,Tue Jul 08 01:20:22 +0000 2025,0,@ohmy_beautybank Avoskin ysb salicylic acid juga gong (di aku),1.94239e+23,,ohmy_beautybank,in,,0,0,0,https://x.com/undefined/status/1942393289153593469,577795752.0,,1.0
1.9421e+22,Tue Jul 08 01:03:40 +0000 2025,0,@teaayv_ avoskin bagus bagus emg,1.94239e+23,,teaayv_,in,,0,0,0,https://x.com/undefined/status/1942389087459283241,1.34315e+23,,1.0
1.9421e+22,Tue Jul 08 01:02:48 +0000 2025,0,@teaayv_ baru tauu avoskin punya inii,1.94239e+23,,teaayv_,in,,0,0,0,https://x.com/undefined/status/1942388868336214064,1.7294e+22,,0.0
1.9421e+22,Tue Jul 08 00:06:51 +0000 2025,0,@teaayv_ eh baru tau avoskin ada produk ini baru launch kah?,1.94237e+23,,teaayv_,in,,0,1,0,https://x.com/undefined/status/1942374786178638023,79659062.0,,0.0
1.94226e+23,Mon Jul 07 19:00:01 +0000 2025,0,@plutoserenade avoskin salicylic acid baguss buat ngilangin pih pie di akuu,1.9423e+22,,plutoserenade,in,,0,0,0,https://x.com/undefined/status/1942297571440943501,1.73526e+23,,1.0
1.94227e+23,Mon Jul 07 18:21:48 +0000 2025,1,@chihwahuaa aku lebih suka toner avoskin yg botol coklat ituu lebih ngefek di aku sih hasilnya,1.94229e+23,,chihwahuaa,in,,0,1,0,https://x.com/undefined/status/1942287951922356319,1.56371e+23,,1.0
1.94217e+23,Mon Jul 07 16:17:32 +0000 2025,1,@redvelvetgerl avoskin next nya bisa pake pyunkang yul atau hadalabo kack red,1.94226e+23,,redvelvetgerl,in,,0,0,0,https://x.com/undefined/status/1942256680328397091,1.29163e+23,,0.0
1.94223e+23,Mon Jul 07 15:57:00 +0000 2025,0,@OMyGulf exfo dari avoskin refining toner kak retinol larocheposay/skintific moistnya bisa skintific biru/jumiso hyaluronic acid,1.94225e+23,,OMyGulf,in,,0,0,0,https://x.com/undefined/status/1942251510639006200,1.54136e+23,,0.0
1.94225e+23,Mon Jul 07 15:40:20 +0000 2025,0,serum avoskin pls yg masi new,1.94225e+23,,,in,,0,5,0,https://x.com/undefined/status/1942247318193082726,1095587803.0,,0.0
1.94223e+23,Mon Jul 07 15:07:04 +0000 2025,0,@tanyakanrl seminggu 2x pake peeling serum elformula sebelumnya exfo pake toner avoskin,1.94224e+23,,ddaysabila,in,,0,0,0,https://x.com/undefined/status/1942238944655188065,1.7353e+22,,0.0
1.94223e+23,Mon Jul 07 14:50:52 +0000 2025,1,mau preloved toner exfo avoskin yg aha bha dong atau yang new under price tawarinnn,1.94223e+23,,,in,,0,5,0,https://x.com/undefined/status/1942234869125599543,1.51589e+23,,0.0
1.9421e+22,Mon Jul 07 14:18:06 +0000 2025,0,@teaayv_ Baru tau avoskin punya ini baru ya?,1.94223e+23,,teaayv_,in,,0,0,0,https://x.com/undefined/status/1942226622192763076,1.41462e+23,,0.0
1.94222e+23,Mon Jul 07 13:58:10 +0000 2025,1,tawarin avoskin mrt yap yg new,1.94222e+23,,,in,,0,5,0,https://x.com/undefined/status/1942221608913162265,1.70337e+23,,0.0
1.9421e+22,Mon Jul 07 13:57:41 +0000 2025,0,@teaayv_ aku baru tau avoskin ada produk ini,1.94222e+23,,teaayv_,in,,0,0,0,https://x.com/undefined/status/1942221484258480336,1.0321e+22,,0.0
1.94209e+23,Mon Jul 07 13:27:08 +0000 2025,0,@womanfeeds_id Serum spray d'alba masker dr schatz facial wash cosrx yg merah paula choice exfo avoskin retinol SEMUANYA NGARUH POL,1.94221e+23,,womanfeeds_id,in,,0,0,0,https://x.com/undefined/status/1942213798666113476,7.64901e+22,,1.0
1.9421e+22,Mon Jul 07 13:12:55 +0000 2025,0,@teaayv_ Ini baru kah dari avoskin??,1.94221e+23,,teaayv_,in,,0,1,0,https://x.com/undefined/status/1942210221151318480,1.00101e+23,,0.0
1.9422e+22,Mon Jul 07 12:53:00 +0000 2025,0,selain itu ak jg pgn coba exfo nya avoskin.... dari tahun lalu belum terwujudkan tp jujur.... mayan bnyk makeup sama skincare abis di saat bersamaan dah sudah tidak ada pemasukan cuy.... yah semoga Allah cepat memberikan kerjaan,1.94221e+23,,myunghyuky,in,,0,0,0,https://x.com/undefined/status/1942205207485784270,1.41054e+23,,0.0
1.9421e+22,Mon Jul 07 11:56:52 +0000 2025,0,@teaayv_ Eeh ini produk baru avoskin kah?,1.94219e+23,,teaayv_,in,,0,1,0,https://x.com/undefined/status/1942191079253856694,1.64108e+23,,0.0
1.9421e+22,Mon Jul 07 11:46:59 +0000 2025,0,@teaayv_ Produk baru avoskin kah ini?,1.94219e+23,,teaayv_,in,,0,1,0,https://x.com/undefined/status/1942188594376183921,1859212724.0,,0.0
1.9421e+22,Mon Jul 07 11:05:38 +0000 2025,0,@teaayv_ hahh baru tau avoskin punya produk iniii,1.94218e+23,,teaayv_,in,,0,0,0,https://x.com/undefined/status/1942178186399502444,1.12072e+23,,0.0
1.9421e+22,Mon Jul 07 10:00:56 +0000 2025,0,@teaayv_ Emang produk Avoskin juara ntar aku cobain ahh,1.94216e+23,,teaayv_,in,,0,0,0,https://x.com/undefined/status/1942161903524176207,1.37795e+23,,1.0
1.9421e+22,Mon Jul 07 09:48:37 +0000 2025,0,@teaayv_ baru tau avoskin ngeluarin ini,1.94216e+23,,teaayv_,in,,0,0,0,https://x.com/undefined/status/1942158806076850469,1.72738e+23,,0.0
1.94211e+23,Mon Jul 07 09:40:59 +0000 2025,0,@sunkissedof17 aku tidak punya avoskin kak,1.94216e+23,,sunkissedof17,in,,0,0,0,https://x.com/undefined/status/1942156883974123899,1.39289e+23,,0.0
1.94209e+23,Mon Jul 07 09:33:25 +0000 2025,0,@womanfeeds_id Udh nyoba dari skin1004 cosrx avoskin dll tapi yang cocok di kulitku malah elsheskin yang hydra toner,1.94215e+23,,womanfeeds_id,in,,0,0,0,https://x.com/undefined/status/1942154980410146918,1.89108e+23,,-1.0
1.9421e+22,Mon Jul 07 09:10:36 +0000 2025,0,@teaayv_ kemana aja aku baru tau avoskin punya serum ini,1.94215e+23,,teaayv_,in,,0,0,0,https://x.com/undefined/status/1942149239943188764,890150426.0,,0.0
1.9421e+22,Mon Jul 07 08:51:58 +0000 2025,0,@teaayv_ Baru tau avoskin punya produk iniii,1.94214e+23,,teaayv_,in,,0,1,0,https://x.com/undefined/status/1942144547188068643,1.2754e+22,,0.0
1.94184e+23,Mon Jul 07 08:43:30 +0000 2025,0,@SaudadeLynnn aku pake mois skintific yh toner dari skintific jg serumnya pake avoskin yy ungu by terakhir ssnya dari azarine,1.94214e+23,,SaudadeLynnn,in,,0,1,0,https://x.com/undefined/status/1942142416586527136,1.31328e+23,,0.0
1.94212e+23,Mon Jul 07 08:13:26 +0000 2025,0,@Mystlique baru pertama kali pake exfo atau apaa ka? kalo muka sensitif better yang toner atau kaya claymask aja. aku pake toner exfo avoskin yang refining tonerr,1.94213e+23,,Mystlique,in,,0,0,0,https://x.com/undefined/status/1942134850963792020,1.54136e+23,,1.0
1.94212e+23,Mon Jul 07 07:31:50 +0000 2025,0,Serum Avoskin lagi Flash Sale up to 50%! Cuma di Tokopedia 7.7 Plus Festival Gajian Sale.,1.94212e+23,,,in,,0,0,0,https://x.com/undefined/status/1942124384950587903,1.81563e+23,,0.0
1.94212e+23,Mon Jul 07 07:30:00 +0000 2025,0,Serum Avoskin aku banget sekarang Flash Sale up to 50% di Tokopedia 7.7. Jangan sampai kelewatan!,1.94212e+23,,,in,,0,0,0,https://x.com/undefined/status/1942123922914148545,1.70038e+23,,1.0
1.9421e+22,Mon Jul 07 07:16:39 +0000 2025,0,@teaayv_ Avoskin masih jadi wishlist skincareku dari dulu :((,1.94212e+23,,teaayv_,in,,0,0,0,https://x.com/undefined/status/1942120563948003339,1.08881e+23,,1.0
1.94211e+23,Mon Jul 07 07:04:24 +0000 2025,0,@pyorowie kak itu avoskin kah?,1.94212e+23,,pyorowie,in,,0,1,0,https://x.com/undefined/status/1942117479058464990,1.89434e+23,,0.0
1.94211e+23,Mon Jul 07 06:40:05 +0000 2025,0,Serum Avoskin ini juara sekarang Flash Sale 50% di Tokopedia 7.7 buruan!,1.94211e+23,,,in,,0,0,0,https://x.com/undefined/status/1942111360604930120,1.9087e+22,,1.0
1.9421e+22,Mon Jul 07 05:58:41 +0000 2025,0,Guyss mau tanyak dong lebih bagus retinal serum FSS atau avoskin yaa?,1.9421e+22,,,in,,0,0,0,https://x.com/undefined/status/1942100940674519507,1.33554e+23,,0.0
1.94209e+23,Mon Jul 07 05:55:24 +0000 2025,9,@womanfeeds_id avoskin niacinamide 12% siang retinol forskinssake malam 2-3x seminggu combo ini cocok di aku buat mencerahkan kulit muka belang akibat panas panasan asal rajin pakai.,1.9421e+22,,womanfeeds_id,in,,0,0,0,https://x.com/undefined/status/1942100115453567324,1.87982e+23,,1.0
1.9421e+22,Mon Jul 07 05:43:46 +0000 2025,0,serum avoskin atau skintific ya??? 22nya samasama ngefek ke kulitku,1.9421e+22,,,in,,0,0,0,https://x.com/undefined/status/1942097186495574195,1.38371e+23,,1.0
1.94184e+23,Mon Jul 07 05:18:25 +0000 2025,0,@dfrllf @dolliuess kakk avoskin masi ngga?,1.94209e+23,,dfrllf,in,,0,0,0,https://x.com/undefined/status/1942090808385327245,1.47461e+23,,0.0
1.94209e+23,Mon Jul 07 04:59:58 +0000 2025,0,Must have banget Avoskin Toner! Ada Flash Sale &amp; Diskon 5% di Tokopedia 7.7 Plus Festival Gajian Sale!,1.94209e+23,,,in,,0,0,0,https://x.com/undefined/status/1942086163298476476,1.57544e+23,,1.0
1.94209e+23,Mon Jul 07 04:58:30 +0000 2025,0,Avoskin Your Skin Bae lagi Flash Sale sampai 50%! DIJAMIN BANYAK PLUSNYA cuma di Tokopedia 7.7!,1.94209e+23,,,in,,0,0,0,https://x.com/undefined/status/1942085793386021029,1.71012e+23,,0.0
1.94208e+23,Mon Jul 07 04:43:47 +0000 2025,1,@anggtataaaaa avoskin yg serum,1.94208e+23,,anggtataaaaa,in,,0,0,0,https://x.com/undefined/status/1942082090012668322,1552384104.0,,0.0
